,hashtag,hashtag_class,true_segmentation
1114,96ввсторужиероссии,6,010001000000000001
1115,оборотанаркотиков,6,00000010000000001
1116,4домагодаушла,7,1000100010001
1117,подробнеепетровкановости,7,000000001000000010000001
1118,задержан827порядке,6,000000010010000001
1119,4732завершение,5,00010000000001
1120,платежом,5,00000001
1121,доставили89россиимчс,7,00000000101000001001
1122,внуковоцентрлогистический9,7,00000010000100000000000011
1123,всероссийской134,5,0000000000001001
1124,78профилактическойрамкахоперативно,7,0100000000000000010000010000000001
1125,москвеначальникуправления,7,0000010000000010000000001
1126,инструментов0,5,0000000000011
1127,провел557,5,000001001
1128,гражданскойобороны,6,000000000010000001
1129,аварийнойподводнойлодки,7,00000000100000000100001
1130,краснодар,5,000000001
1131,5634днейназад,6,0001000100001
1132,золотаямаска,6,000000100001
1133,правилпроездапешеходных,7,00000100000010000000001
1134,столичнойполицииобеспечивают,7,0000000010000001000000000001
1135,морозполицейскийдед683,7,0000100000000001001001
1136,0мчссотрудников,6,100100000000001
1137,времяпроводитсякомплекс,7,00001000000000100000001
1138,1вашевремя,6,1000100001
1139,государственных1236испытаний,6,0000000000000010001000000001
1140,8спортуспасательному,6,10000010000000000001
1141,сотрудникиуголовного,6,00000000010000000001
1142,разбойного6968нападениясовершении,7,000000000100010000000010000000001
1143,уникальнуювозможность,6,000000000100000000001
1144,самыхавтороввыберем3246,7,00001000000100000010001
1145,училищаморского0,6,0000001000000011
1146,которойпринятопроцессуальное,7,0000001000000100000000000001
1147,барановпредставил,6,00000010000000001
1148,президентскоекадетское58училище,7,0000000000001000000001010000001
1149,действийотработка79,6,0000000100000000101
1150,предоставлениепомещенийпотребления,7,0000000000000100000000100000000001
1151,количеству,5,0000000001
1152,материальнуюпомощь,6,000000000001000001
1153,которыебудут,6,000000100001
1154,обязательстваявке,6,00000000000010001
1155,адмиралроссии55,6,000000100000101
1156,узнали,5,000001
1157,новомвыпускемчс,7,000010000001001
1158,188рядах,5,00100001
1159,переводом237,5,000000001001
1160,состоялсявыпуск,6,000000001000001
1161,фестивалясозвездие,6,000000001000000001
1162,течениетрехдней,7,000000100010001
1163,штурма,5,000001
1164,668летные,5,001000001
1165,адмирала953,5,00000001001
1166,билетов9лотерейных,6,000000110000000001
1167,ожидается727,5,000000001001
1168,гостями695,5,0000001001
1169,районусоколиная,6,000001000000001
1170,важносайте48,6,000010000101
1171,штурмовых6256,5,0000000010001
1172,районузюзино79,6,00000100000101
1173,настоящими3,5,00000000011
1174,2306которыелюдям,6,0001000000100001
1175,89безопасное,5,010000000001
1176,различныхучастие8,6,00000000100000011
1177,министерства3595российскойобороны,7,000000000001000100000000010000001
1178,делподробностимвд,7,00100000000001001
1179,исключения,5,0000000001
1180,плаву,5,00001
1181,6ручной,5,1000001
1182,текущемгоду,6,00000010001
1183,616счету,5,00100001
1184,главными,5,00000001
1185,хищенияденежных,6,000000100000001
1186,россиидмитриястрашнова,7,0000010000001000000001
1187,2уголок,5,1000001
1188,годовщиной592образованиядня,7,000000000100100000000001001
1189,полковникполиции465,6,0000000010000001001
1190,погоды,5,000001
1191,писемпосылок,6,000010000001
1192,пересылкунаркотическихсредств,7,00000000100000000000010000001
1193,3крупнейший,5,10000000001
1194,представительницпрекрасногопола,7,0000000000000001000000000010001
1195,спаслироссии8785,6,0000010000010001
1196,марта4февраля,6,0000110000001
1197,67букач,5,0100001
1198,петровкадевушкапонедельник,7,00000001000000100000000001
1199,провели82разведку,6,00000010100000001
1200,мвдроссии65республике,7,001000001010000000001
1201,учебнобоевые,6,000001000001
1202,необходимыемероприятиянаправленные,7,0000000000100000000001000000000001
1203,горожан,5,0000001
1204,наряда,5,000001
1205,комплексмероприятийпроводят393,7,000000010000000000100000001001
1206,пучкова533,5,0000001001
1207,наиболеевероятно093,6,0000000100000001001
1208,международныйэтапконкурса,7,0000000000001000100000001
1209,515выйти,5,00100001
1210,29живописи,5,0100000001
1211,полицияработайтебратья,6,0000001000000000000001
1212,аналогичныхпротивоправныхдеяний,7,0000000000100000000000001000001
1213,службысергей,6,000001000001
1214,административный,5,0000000000000001
1215,учебнобоевыхзадач,7,00000100000100001
1216,карточкаоригинальноймаркой,7,00000001000000000001000001
1217,числа258,5,00001001
1218,миноборонымеждународнаядеятельность,6,00000000010000000000000000000000001
1219,33экспертного,5,0100000000001
1220,худощавого567внешностителосложения,7,0000000001001000000001000000000001
1221,филателия668интереснознатьмарки,7,0000000010010000000000000100001
1222,условий241избегатьпогодных,7,00000010010000000100000001
1223,сообщилгенералармии,7,0000001000000100001
1224,пожарныймчс557мчсроссии,7,00000001001001000000001
1225,ходеобыскаместу,7,000100000100001
1226,памятный152,5,00000001001
1227,морскогоучилища,6,000000010000001
1228,прогноз,5,0000001
1229,россиипрошло1мчс,7,0000010000011001
1230,почтароссиипроводит,7,0000100000100000001
1231,61инструментов,5,01000000000001
1232,массовыхмероприятий,6,0000000100000000001
1233,7применили,5,1000000001
1234,образа,5,000001
1235,полициигордость260конкурса,7,00000010000000100100000001
1236,младшийлейтенант,6,0000001000000001
1237,церкви,5,000001
1238,41пусть,5,0100001
1239,действует,5,000000001
1240,достойные,5,000000001
1241,квартиры,5,00000001
1242,мчсроссии4521мчсмаленькаяспасеннаяжизнь,7,000000001000100100000000000000000000001
1243,факультет0,5,0000000011
1244,окон,5,0001
1245,управлении034внутреннихдел,7,00000000010010000000001001
1246,правилдорожного214нарушение,7,000001000000001001000000001
1247,шойгуподчеркнул,6,000010000000001
1248,олегбарановпоблагодарил,7,00010000001000000000001
1249,градсвияжск,6,00010000001
1250,прикладнымвидамспорта,7,000000000100001000001
1251,волгограда,5,0000000001
1252,периодпроведенияпраздничных,7,000001000000000100000000001
1253,5авиационноспасательногоцентра,7,100000000010000000000001000001
1254,новоездание,6,00001000001
1255,мчсглава6163мчсроссии,7,001000010001000000001
1256,энергоснабжения68,5,00000000000000101
1257,международном,5,0000000000001
1258,эффективность32,5,000000000000101
1259,7314полицейскиестолицы,6,0001000000000010000001
1260,близким,5,0000001
1261,068самых,5,00100001
1262,4боевого,5,10000001
1263,примет,5,000001
1264,орденаполитическоговоенно4,7,00000100000000000010000011
1265,россииежегодно,6,00000100000001
1266,космодроме62плесецк,6,0000000001010000001
1267,485мвдуправленииглавном,7,00100100000000010000001
1268,3823повысить,5,000100000001
1269,2художественнаяобложкаизготовлены,7,100000000000001000000100000000001
1270,омвдроссиисотрудники8,7,000100000100000000011
1271,министруприказ2,6,000000010000011
1272,345отметиланатолий,6,001000000100000001
1273,почтовомотделении,6,00000001000000001
1274,осуществлятьсясогласованиюрегиональными,7,000000000000010000000000010000000000001
1275,тематических7,5,0000000000011
1276,конкурсмчсмчс,6,0000000001001
1277,лет8исполняется,6,001100000000001
1278,москва5новости,6,00000110000001
1279,конкурсантов,5,000000000001
1280,июлегода,6,00010001
1281,060программеэфиречасовой,7,001000000001000010000001
1282,772стилем,5,001000001
1283,2используются,5,1000000000001
1284,пожарныйпапа366,6,000000010001001
1285,представляем,5,000000000001
1286,участиемероприятиях,6,0000001000000000001
1287,службыособоевнимание58,7,0000010000010000000101
1288,ходеактивнойфазы,7,0001000000010001
1289,питомцев7584,5,000000010001
1290,поделки,5,0000001
1291,долларовсша,6,00000001001
1292,культурной,5,0000000001
1293,любойуголок,6,00001000001
1294,регулярного,5,00000000001
1295,координаты110,5,0000000001001
1296,договорились,5,000000000001
1297,ведомственные6наградывручил,7,000000000000110000001000001
1298,780сухопутныевойска,5,0010000000000000001
1299,выше,5,0001
1300,286распоряжению,5,001000000000001
1301,государственной0инспекциибезопасности,7,0000000000000011000000001000000000001
1302,политических,5,000000000001
1303,книгу,5,00001
1304,производство85сбыт,6,000000000001010001
1305,тысячрублей,6,00001000001
1306,похожимпредметом591,6,0000001000000001001
1307,перекресткапереулком41новоконюшенным,7,000000000010000000010100000000000001
1308,юридических,5,00000000001
1309,следите0новостями,6,00000011000000001
1310,63телефоноткрытгорячей,7,0100000010000010000001
1311,0службыкинологической,6,100000100000000000001
1312,россииявляется400,6,00000100000001001
1313,двадцать,5,00000001
1314,полицииевгений,6,00000010000001
1315,вестицифры893почтовые,7,000010000100100000001
1316,всеармейском,5,000000000001
1317,шагов,5,00001
1318,техническийфорумармия,7,000000000010000100001
1319,дальнейшегосбыта,6,0000000000100001
1320,участиепримет9921,6,00000010000010001
1321,обороныотметил,6,00000010000001
1322,военногопарада,6,00000001000001
1323,круглосуточнымрежимом,6,000000000000010000001
1324,россиимчс4801управления,7,00000100100010000000001
1325,друга,5,00001
1326,4917проведенияходеоперативно,7,0001000000000100010000000001
1327,клиентыпочтыроссии,7,000000100001000001
1328,высокотехнологичной,5,0000000000000000001
1329,попал,5,00001
1330,большоевнимание,6,000000100000001
1331,9719саду,5,00010001
1332,секретарьзаместитель9министра,7,00000000100000000001100000001
1333,274пятеркабезопасностисохранить,7,0010000001000000000001000000001
1334,иностраннымгражданиномлицом,7,000000000010000000000100001
1335,совещаний471,5,000000001001
1336,43героимчсмчсмчсроссии,7,0100000001001000000001
1337,следственныхдействий,6,00000000000100000001
1338,юриягагарина,6,000100000001
1339,организационных,5,000000000000001
1340,следственныедействиямероприятия6324,7,00000000000100000001000000000010001
1341,ореховоборисовосеверное,7,00000010000000100000001
1342,рекиевфрат,6,0001000001
1343,ударобъектамтеррористов,7,00010000000100000000001
1344,медицинскойпомощи,6,00000000001000001
1345,регулярноговоенноморского,7,0000000000100000100000001
1346,оформлениипочтовом04заказа,7,00000000010000000101000001
1347,плеч22,5,000101
1348,курткацветачерного210,7,000001000010000001001
1349,личногосостава,6,00000010000001
1350,москвеюрийтитов,7,000001000100001
1351,обращаетсямосквыгосавтоинспекция1,7,000000000100000100000000000000011
1352,сотрудниковстоличной,6,00000000001000000001
1353,почтароссиивфмс,6,000000000010001
1354,992большуючасть,6,001000000100001
1355,массовыхкоммуникацийроссийской,7,000000010000000000010000000001
1356,батальонадпсгибдд,7,00000000100100001
1357,возможностями132,5,0000000000001001
1358,времякоторой,6,000010000001
1359,уроженцевсреднейазии960,7,00000000100000010001001
1360,истребителях,5,000000000001
1361,конкурсалучшийурок,7,000000010000010001
1362,мчсроссиидоставила,7,001000001000000001
1363,уйти,5,0001
1364,гражданроссии,6,0000001000001
1365,абсолютно3387,5,0000000010001
1366,автономномокруге,6,0000000001000001
1367,установлениедополнительных,6,00000000000100000000000001
1368,государства60союзного,6,000000000010100000001
1369,жительница,5,0000000001
1370,возникла,5,00000001
1371,числе698транспортадвижение,7,00001001000000000100000001
1372,реальногорежиме74,6,00000000100000101
1373,8099играхмеждународных,6,0001000010000000000001
1374,правительственной34,5,0000000000000000101
1375,этапа5открытаяконкурса,7,0000110000000100000001
1376,гвардии,5,0000001
1377,районе2областимосковской,7,000001100000010000000001
1378,торговомцентре,6,00000001000001
1379,управления77кризисных,6,000000000101000000001
1380,инструкторов296,5,000000000001001
1381,сообщениях8полученияличных,7,00000000011000000001000001
1382,москвы475сотрудниками,6,000001001000000000001
1383,мероприятиясотрудникиполиции,7,0000000000100000000010000001
1384,охраны810россии,6,000001001000001
1385,814подробнеерасскажем,6,001000000001000000001
1386,органы87службупоступил,7,0000010100000100000001
1387,руководящимсоставом,6,0000000000100000001
1388,3851подробнеечитайтенашем,7,0001000000001000000100001
1389,открытие,5,00000001
1390,редко,5,00001
1391,алексея,5,0000001
1392,кризисныхмчс575ситуациях,7,000000001001001000000001
1393,общественныйпорядок,6,0000000000010000001
1394,советник2,5,000000011
1395,расследованиезавершеноуголовное,7,0000000000001000000001000000001
1396,ударныхвертолетов,6,00000010000000001
1397,маршруту03,5,0000000101
1398,всемирныйпочтовый,6,00000000100000001
1399,российская,5,0000000001
1400,отделенийкромекруглосуточных,7,0000000010000100000000000001
1401,множество,5,000000001
1402,ролик,5,00001
1403,отслеживания,5,000000000001
1404,петров,5,000001
1405,несовершеннолетнихдетей,6,00000000000000000100001
1406,лиц36гражданства,6,0010100000000001
1407,полицииокругесотрудники150,7,00000010000010000000001001
1408,иринароссии35волк,7,00001000001010001
1409,службумобильного,6,0000010000000001
1410,450советаминистров,6,001000001000000001
1411,всеармейского,5,0000000000001
1412,экипажиистребителей,6,0000001000000000001
1413,днём,5,0001
1414,отдыхапатриоткультуры359,7,000001000000100000001001
1415,глававоенноговедомства,7,0000100000001000000001
1416,арочных175стационарных,6,0000001001000000000001
1417,мвдросси,6,00100001
1418,подозреваемыйсовершенииданного,7,000000000000100000000010000001
1419,сладкие,5,0000001
1420,местозанялапервое95,7,0000100000100000101
1421,председателяцентрального,6,000000000001000000000001
1422,модель3958,5,0000010001
1423,розыскновости81,6,000001000000101
1424,читайтесайте,6,000000100001
1425,часчас0,6,0010011
1426,использовал,5,00000000001
1427,подробнее,5,000000001
1428,подозрениюпреступленийсовершении757,7,00000000010000000000010000000001001
1429,преступнойгруппы,6,0000000001000001
1430,техническомфорумеармия,7,0000000000100000100001
1431,получают,5,00000001
1432,396мужчинукоторый,6,00100000010000001
1433,сухой4,5,000011
1434,субъектов8803,5,0000000010001
1435,отличногонастроения708выходных,7,000000001000000000100100000001
1436,руководства57главногоколлегии,7,00000000001010000000100000001
1437,года1317году,6,000100010001
1438,приморского,5,00000000001
1439,мчсроссии035буднимчс,6,00000000100100000001
1440,зимнюю,5,000001
1441,производству,5,000000000001
1442,искренние,5,000000001
1443,признакам21преступлений,6,00000000101000000000001
1444,тысячрублейходе,7,000010000010001
1445,завершится964,5,0000000001001
1446,планов,5,000001
1447,инженерные,5,0000000001
1448,дополнительноизготовленштемпель,7,0000000000001000000000100000001
1449,важнуюроль,6,0000010001
1450,гибддтнрэрулица,7,000010000100001
1451,всейстране,6,0001000001
1452,рамкахпроверки,6,00000100000001
1453,3675другоемногое,6,0001000001000001
1454,профилактика65,5,00000000000101
1455,начальникотделения,6,000000001000000001
1456,достигнутадоговоренность,6,000000000100000000000001
1457,98центраслужебногособаководства,7,0100000100000000010000000000001
1458,8увдпоздравилиювао,7,100100000000010001
1459,времявеликойотечественной,7,0000100000010000000000001
1460,сравнению5прошлым,6,00000000110000001
1461,будут863режимомработы,7,000010010000001000001
1462,начальникюао3688увд,7,0000000010010001001
1463,занятияпроституциеймвд,7,0000001000000000001001
1464,свышемиллионов04рублей,7,0000100000000101000001
1465,столичнойгосавтоинспекции,6,0000000010000000000000001
1466,примутучастиекоманды,7,00000100000010000001
1467,глубинеметров,6,0000001000001
1468,4рыбалки,5,10000001
1469,разговаривать,5,0000000000001
1470,елизово,5,0000001
1471,россии8201страшновдмитрий,7,0000010001000000010000001
1472,средствамиконтроляобъективного260,7,000000000100000001000000000001001
1473,внутреннихветерановорганов211,7,00000000010000000010000001001
1474,нагатинороссии98району,7,0000000100000101000001
1475,научного,5,00000001
1476,поставитьоттискштемпеля,7,00000000100000100000001
1477,академиигенеральногоштаба,7,0000000100000000000100001
1478,годатерритории,6,00010000000001
1479,тюмени,5,000001
1480,советскогосоюза0788герой,7,000000000100001000100001
1481,666договоренность,5,00100000000000001
1482,759ситуациях,5,001000000001
1483,самоеглавное,6,000010000001
1484,называли,5,00000001
1485,программой,5,0000000001
1486,обязанностиначальникауправления,7,0000000000100000000010000000001
1487,личнымработе4667управления,7,00000100000100010000000001
1488,14огняведение,6,0100010000001
1489,морским,5,0000001
1490,защитникаотечества,6,000000001000000001
1491,плата,5,00001
1492,подготовки1профессиональнойуправления,7,0000000001100000000000000010000000001
1493,запахдыма,6,000010001
1494,противника02нападенияусловного,7,000000000101000000001000000001
1495,стратегии,5,000000001
1496,художественнаяиздана9дополнительно,7,0000000000000100000110000000000001
1497,рамкахдобра12,6,0000010000101
1498,десантстуденческий2514,6,0000010000000000010001
1499,святого,5,0000001
1500,764полициисостоялась,6,00100000010000000001
1501,госуслугижелаемхороших,7,0000000010000010000001
1502,которыйгоду,6,00000010001
1503,мвдроссииполиция,6,0000000010000001
1504,субъектахроссийскойфедерации,7,0000000010000000001000000001
1505,указанномуизвещении,6,0000000001000000001
1506,софья73мвдхотина,7,0000101001000001
1507,мвдпредставительофициальный3,7,0010000000000001000000000011
1508,созданием,5,000000001
1509,99стадии,5,01000001
1510,дела757возбужденыуголовные,7,00010010000000001000000001
1511,одновременно,5,000000000001
1512,водные0300преграды,6,000001000100000001
1513,вузарассказалисторию,7,00010000000010000001
1514,новостидоброе7,6,00000010000011
1515,международная,5,0000000000001
1516,371генералмайора,6,0010000001000001
1517,полтора,5,0000001
1518,времянастоящеесотрудники3075,7,0000100000000100000000010001
1519,подводной,5,000000001
1520,представляли,5,000000000001
1521,жителейстолицы,6,00000010000001
1522,желаемкрепкогоздоровья,7,0000010000000100000001
1523,министравнутреннихдел,7,000000010000000001001
1524,защиты58дня,6,00000101001
1525,остаются,5,00000001
1526,подозреваемых79мошенничестве,6,0000000000001010000000000001
1527,правилдорожного8,6,0000010000000011
1528,58пострадавшимгражданамвсем,7,010000000000010000000010001
1529,перспективныхобразцов,6,000000000000100000001
1530,северовосточномуадминистративному390,7,000001000000000100000000000000001001
1531,своидома,6,00010001
1532,армиикитая8,6,00001000011
1533,церемониявыпуска,6,0000000010000001
1534,времянастоящеепроводятся36,7,00001000000001000000000101
1535,пожарнымспасателям,6,000000010000000001
1536,6днялюбой,6,100100001
1537,корейском,5,000000001
1538,поддержкебойцовросгвардии,7,0000000010000010000000001
1539,транспортным054средством,6,000000000001001000000001
1540,3549раскрытопреступлений,6,000100000001000000000001
1541,пожарнымкомплексу5памятников,7,0000000100000000110000000001
1542,обязанности3,5,000000000011
1543,полковниксергейрудской,7,0000000010000010000001
1544,почтовыхотправленийпериодических,7,00000001000000000010000000000001
1545,удобно36,5,00000101
1546,ворот,5,00001
1547,интернетмагазинов,6,00000001000000001
1548,руководствоувд,6,00000000001001
1549,3старше,5,1000001
1550,преподавателей,5,00000000000001
1551,6700письмам,5,00010000001
1552,штабавооруженных,6,0000100000000001
1553,данноепротивоправноедеяние4,7,000001000000000000010000011
1554,40разыскныхмероприятийполицейские,7,010000000010000000000100000000001
1555,избранамерапресечения,7,000000100010000000001
1556,подписчикиуважаемые7,6,00000000010000000011
1557,обороныроссийской,6,00000010000000001
1558,сотрудниковорганов38обязанностей,7,00000000001000000101000000000001
1559,15отдельная,5,01000000001
1560,2приобрели,5,1000000001
1561,экстренныеслужбы,6,0000000001000001
1562,работатьустановленномуграфику,7,00000001000000000000010000001
1563,привезли,5,00000001
1564,западномусеверо67,6,00000000100000101
1565,воинскихчастейсоединений0,7,0000000100000100000000011
1566,специалистыроссиимчс67,7,0000000000100000100101
1567,разныхрегионов,6,00000100000001
1568,стрельбойбоевой613,6,000000001000001001
1569,единицзадействовано6,6,00000100000000000011
1570,выступают,5,000000001
1571,юрийтитовустановлено,7,00010000100000000001
1572,4известныхсамых,6,100000000100001
1573,охраныгодапожарной546,7,000001000100000001001
1574,0046учебнотренировочных,6,00010000010000000000001
1575,79соревнованийучастники,6,01000000000001000000001
1576,правовой8,5,000000011
1577,потерпевшего,5,000000000001
1578,семейный89секретныйпароль,7,0000000101000000001000001
1579,великиелуки7,6,000000100011
1580,0845отдала,5,0001000001
1581,деньходе,6,00010001
1582,городамосквы8425,6,0000010000010001
1583,управлениимвд,6,0000000001001
1584,ударных12,5,000000101
1585,46деревьев,5,0100000001
1586,сао850розыскаувд,7,0010010000001001
1587,свердловскойобласти,6,0000000000010000001
1588,николай0федосеев,6,0000001100000001
1589,средиземное502,5,00000000001001
1590,оперативникизадержали528,6,000000000001000000001001
1591,опасных,5,0000001
1592,можетезаказать,6,00000100000001
1593,молодыхлюдейподозреваемых,7,0000001000010000000000001
1594,жительства,5,0000000001
1595,асвк,5,0001
1596,623конкурсных,5,0010000000001
1597,708новосибирскоймчсроссии,7,0010000000000001001000001
1598,3328годаквартале,6,0001000100000001
1599,единственное,5,000000000001
1600,центрестоличнойполиции,7,0000010000000010000001
1601,любойжелающийдня0806,7,00001000000010010001
1602,церемониигашенияприняли,7,00000000100000010000001
1603,бесперебойногодвижениятранспорта,7,00000000000001000000010000000001
1604,смиобмчсмчс,6,00000001001
1605,проходилслужбу,6,00000001000001
1606,пресненскомурайону,6,000000000001000001
1607,намоченьприятно,7,001000010000001
1608,полигонахпройдут93россии,7,000000001000000101000001
1609,героя982российской,6,000010010000000001
1610,водолазному,5,00000000001
1611,представить6262,5,000000000010001
1612,семьилюбвиверности,7,000010000100000001
1613,тренировочныхполетов,6,00000000000010000001
1614,собаками01служебными,6,00000001010000000001
1615,4подозрениюстолицы,6,100000000010000001
1616,университетемвд2214,6,0000000000010010001
1617,заместительсекретарь38министра,7,000000000010000000010100000001
1618,чф59,5,0101
1619,врионачальникаунк,7,00010000000001001
1620,столицыходе,6,00000010001
1621,подозреваемогонезаконном,6,000000000000010000000001
1622,мвдслужбу54мобильных,7,00100000101000000001
1623,часовдвижение748ограничено,7,00001000000010010000000001
1624,газель,5,000001
1625,двустороннеговоенного,6,000000000000100000001
1626,авиационноспасательного,6,00000000010000000000001
1627,отделенияхсвязи,6,000000000100001
1628,социальнойзащиты,6,0000000001000001
1629,краснойплощади58,6,0000001000000101
1630,представителей4брифингпровел,7,0000000000000110000001000001
1631,4обороныроссийскойминистерства,7,100000010000000001000000000001
1632,стратегическийбомбардировщик9641ракетоносец,7,0000000000000100000000000001000100000000001
1633,учениятактикоспециального37,7,000001000000100000000000101
1634,одежду,5,000001
1635,помещений8946,5,0000000010001
1636,крылатымиракетами,6,00000000100000001
1637,восемь,5,000001
1638,аккредитации,5,000000000001
1639,навыкипрактические233,6,000001000000000001001
1640,наградыпетровке,6,000000100000001
1641,8456странахмира,6,000100000010001
1642,51подробностититовмвд,7,010000000000100001001
1643,участники77группыорганизованной,7,0000000010100000100000000000001
1644,данногопреступления,6,0000001000000000001
1645,котороебудетеиспользовать,7,0000001000001000000000001
1646,мвдроссии6кикотя,7,0010000011000001
1647,защиты,5,000001
1648,6выпущен,5,10000001
1649,2138режимомкруглосуточнымотделения,7,0001000000100000000000001000000001
1650,письмопосылка977,6,0000010000001001
1651,аэродромыбазирования,6,00000000100000000001
1652,первыйэтап,6,0000010001
1653,7выстрелов,5,1000000001
1654,ходеобыска,6,0001000001
1655,пришловремя,6,00000100001
1656,доме,5,0001
1657,мероприятияследственные50,6,0000000000100000000000101
1658,безопасностивремя,6,00000000000100001
1659,земли,5,00001
1660,центр00детский,6,00001010000001
1661,продажа4,5,00000011
1662,качественной,5,000000000001
1663,фиксируется35,5,0000000000101
1664,выходныхфото,6,000000010001
1665,незаконныеаналоговприобретение83,7,00000000010000000100000000000101
1666,вечная0,5,0000011
1667,петровкаполициябезопасность,7,000000010000001000000000001
1668,мчсроссииспасателимчс,7,000000001000000001001
1669,советаминистровобороны,7,0000010000000010000001
1670,тяжких7преступлений,6,0000011000000000001
1671,услышать32,5,0000000101
1672,дополнительныхэпизодовпротивоправной36,7,00000000000001000000010000000000000101
1673,россиипровели,6,0000010000001
1674,управлениягенералмайор,7,0000000001000000100001
1675,поздравительной,5,000000000000001
1676,боевыхдействий,6,00000100000001
1677,причинении,5,0000000001
1678,федерациигороду2708,6,0000000010000010001
1679,мужчиндвое3задержаны,7,00000100011000000001
1680,ликвидировали6328наркопритон,6,0000000000001000100000000001
1681,ветеранаорганов,6,000000010000001
1682,ракетами314неуправляемымиавиационными,7,0000000100100000000000001000000000001
1683,представилась8212,5,00000000000010001
1684,оперативнаягруппа,6,00000000001000001
1685,октябрявышелбалтийска67,7,00000010000100000000101
1686,мчсмчсроссии,6,001000000001
1687,следствиемувд,6,0000000001001
1688,инспекциягосударственнаябезопасности1543,7,0000000010000000000000010000000000010001
1689,7университетмвдпетровка,7,10000000000100100000001
1690,александркнязевмвд,7,000000001000001001
1691,передвигаться29,5,000000000000101
1692,дате,5,0001
1693,россиииринаволк,7,000001000010001
1694,виновными,5,000000001
1695,корея498,5,00001001
1696,24пермского,5,01000000001
1697,адрессвой1147,6,0000100010001
1698,вместо,5,000001
1699,хорошего18настроения,6,00000001010000000001
1700,специальнойподготовке,6,000000000010000000001
1701,академика,5,000000001
1702,311миноносец,5,001000000001
1703,пожеланиями1,5,000000000011
1704,таганскомурайону,6,0000000001000001
1705,восток0дальний,6,00000110000001
1706,увдсеверо,6,001000001
1707,уделяетсявнимание3,6,000000001000000011
1708,9076зарегистрированныхпреступлений,6,0001000000000000000001000000000001
1709,петровка2360мартапраздник,7,0000000100010000100000001
1710,региональнойбезопасностипротиводействия,7,000000000001000000000001000000000000001
1711,отделений4428почтовой,6,000000001000100000001
1712,поступки339,5,00000001001
1713,2спасениялюдейсозвездие,7,10000000100001000000001
1714,россииходе50,6,000001000101
1715,военнойрвснакадемии59,7,000000100010000000101
1716,0898боев,5,00010001
1717,округавосточногомосквы3596,7,00000100000000010000010001
1718,виденевыездеподписки176,7,00010000000100000001001
1719,переправы,5,000000001
1720,министроборонынапомнил,7,0000001000000100000001
1721,миноборонызво,6,0000000001001
1722,марок2составляеттираж,7,000011000000000100001
1723,9005способом,5,000100000001
1724,819дорожнотранспортного,6,00100000010000000000001
1725,84полицейскиезападногоюго,7,0100000000001000000001001
1726,конкурсамеждународного1452,6,00000001000000000000010001
1727,которойрожденияместонахождение56,7,00000010000000100000000000000101
1728,493принялиучастиеминистр,7,001000000100000010000001
1729,занимаетпервоеместо,7,0000000100000100001
1730,россиибирюлево0015району,7,000001000000010001000001
1731,ансамбля,5,00000001
1732,42вооружения,5,010000000001
1733,1967территорииреспублики,6,000100000000010000000001
1734,603кораблейбалтийского,6,0010000000100000000001
1735,путинвыступая,6,0000100000001
1736,баллистическихракет,6,0000000000000100001
1737,местасовершения7преступления,7,0000100000000011000000000001
1738,великий,5,0000001
1739,задачиобеспечениюбезопасности,7,00000100000000001000000000001
1740,страхование2092,5,000000000010001
1741,июль,5,0001
1742,российскойфедерациигенерал,7,00000000010000000010000001
1743,петровкаполициястудент,7,0000000100000010000001
1744,8трёх,5,10001
1745,совместных,5,0000000001
1746,6досмотровых,5,100000000001
1747,будемрадывидеть,7,000010001000001
1748,201напомнилобороны,6,001000000010000001
1749,российскойфедерациивладимира,7,0000000001000000001000000001
1750,крупнокалибернымипулеметами,6,000000000000000010000000001
1751,знаков,5,000001
1752,полициипоступило,6,0000001000000001
1753,рублейподробности650,6,00000100000000001001
1754,сзаорозыска651увд,7,00010000001001001
1755,49мая,5,01001
1756,встречиабитуриентами,6,00000010000000000001
1757,вооружениятехники,6,00000000010000001
1758,совершенно,5,0000000001
1759,сентябрегода,6,000000010001
1760,внутреннейслужбыевгений,7,00000000010000010000001
1761,боевыезаслуги68,6,000001000000101
1762,конвертыпервогодня,7,000000010000001001
1763,высокийуровень,6,00000010000001
1764,комплексу,5,000000001
1765,7повреждений,5,100000000001
1766,4572внутреннихмвдвойск,7,0001000000000100100001
1767,4164всему,5,000100001
1768,участок,5,0000001
1769,посылка758письмо,6,0000001001000001
1770,несколькими,5,00000000001
1771,москвеанатолий,6,00000100000001
1772,учениестратегическое4совместное,7,0000010000000000000110000000001
1773,сказалгенералармии,7,000001000000100001
1774,12нам,5,01001
1775,существумвдроссиирассмотрения199,7,00000001000000001000000000001001
1776,правительственныевойскаподдержке,7,00000000000000001000001000000001
1777,профилактическое040мероприятие,6,000000000000000100100000000001
1778,656объемы,5,001000001
1779,439деламинспектор,6,00100001000000001
1780,хорошихвыходных6837,6,0000001000000010001
1781,письме,5,000001
1782,эффективным3385,5,000000000010001
1783,354героями,5,0010000001
1784,петровкесостоялосьзаседание,7,000000010000000001000000001
1785,составленпротокол,6,00000000100000001
1786,3пешеход,5,10000001
1787,армиизво,6,00001001
1788,современныеобразцы568,6,000000000010000001001
1789,террористов95,5,0000000000101
1790,карточки8,5,000000011
1791,785отечественнойвеликойвойны,7,0010000000000001000000100001
